each_cy,pingyin,input_index,output_index
风雨调顺,"['feng', 'yu', 'diao', 'shun']",45,6
反唇相攻,"['fan', 'chun', 'xiang', 'gong']",30,13
随波同流,"['sui', 'bo', 'tong', 'liu']",6,21
风驰电击,"['feng', 'chi', 'dian', 'ji']",45,62
风休浪静,"['feng', 'xiu', 'lang', 'jing']",45,48
风雨满城,"['feng', 'yu', 'man', 'cheng']",45,17
随声趋和,"['sui', 'sheng', 'qu', 'he']",6,13
风飞雷厉,"['feng', 'fei', 'lei', 'li']",45,55
风驰电赴,"['feng', 'chi', 'dian', 'fu']",45,53
随声响和,"['sui', 'sheng', 'xiang', 'he']",6,13
风驰电迈,"['feng', 'chi', 'dian', 'mai']",45,2
风驰电掩,"['feng', 'chi', 'dian', 'yan']",45,55
风过耳,"['feng', 'guo', 'er']",45,15
随势应变,"['sui', 'shi', 'ying', 'bian']",6,16
风调雨节,"['feng', 'diao', 'yu', 'jie']",45,44
风吹过耳,"['feng', 'chui', 'guo', 'er']",45,15
随人步趋,"['sui', 'ren', 'bu', 'qu']",6,14
风惊草动,"['feng', 'jing', 'cao', 'dong']",45,31
风光霁月,"['feng', 'guang', 'ji', 'yue']",45,11
所向摧靡,"['suo', 'xiang', 'cui', 'mi']",15,8
凤毛麟甲,"['feng', 'mao', 'lin', 'jia']",45,20
所向皆靡,"['suo', 'xiang', 'jie', 'mi']",15,8
见异而迁,"['jian', 'yi', 'er', 'qian']",40,64
见义勇发,"['jian', 'yi', 'yong', 'fa']",40,6
见义勇往,"['jian', 'yi', 'yong', 'wang']",40,54
见利忘害,"['jian', 'li', 'wang', 'hai']",40,22
见义敢为,"['jian', 'yi', 'gan', 'wei']",40,44
反老成童,"['fan', 'lao', 'cheng', 'tong']",30,35
见少怪多,"['jian', 'shao', 'guai', 'duo']",40,9
见义喜为,"['jian', 'yi', 'xi', 'wei']",40,44
肺肝相照,"['fei', 'gan', 'xiang', 'zhao']",25,9
反求诸身,"['fan', 'qiu', 'zhu', 'shen']",30,46
展卷有益,"['zhan', 'juan', 'you', 'yi']",18,263
隐名埋姓,"['yin', 'ming', 'mai', 'xing']",12,27
隐恶扬美,"['yin', 'e', 'yang', 'mei']",12,19
隐跃纸上,"['yin', 'yue', 'zhi', 'shang']",12,10
同归一烬,"['tong', 'gui', 'yi', 'jin']",29,39
同声附和,"['tong', 'sheng', 'fu', 'he']",29,13
屈指而数,"['qu', 'zhi', 'er', 'shu']",20,30
尽所欲言,"['jin', 'suo', 'yu', 'yan']",44,55
鹏霄万里,"['peng', 'xiao', 'wan', 'li']",3,55
同休等戚,"['tong', 'xiu', 'deng', 'qi']",29,67
同工异巧,"['tong', 'gong', 'yi', 'qiao']",29,14
骨如柴,"['gu', 'ru', 'chai']",40,5
居为奇货,"['ju', 'wei', 'qi', 'huo']",38,17
居逸思危,"['ju', 'yi', 'si', 'wei']",38,44
丹心耿耿,"['dan', 'xin', 'geng', 'geng']",33,3
民望所归,"['min', 'wang', 'suo', 'gui']",2,8
眉飞目舞,"['mei', 'fei', 'mu', 'wu']",16,101
贯通融会,"['guan', 'tong', 'rong', 'hui']",25,22
腹剑舌糖,"['fu', 'jian', 'she', 'tang']",47,10
腹剑口蜜,"['fu', 'jian', 'kou', 'mi']",47,8
除患未然,"['chu', 'huan', 'wei', 'ran']",23,3
脍炙一时,"['kuai', 'zhi', 'yi', 'shi']",4,99
脍炙天下,"['kuai', 'zhi', 'tian', 'xia']",4,7
脍炙海内,"['kuai', 'zhi', 'hai', 'nei']",4,1
腹无点墨,"['fu', 'wu', 'dian', 'mo']",47,38
腾踏飞黄,"['teng', 'ta', 'fei', 'huang']",1,11
腹心相照,"['fu', 'xin', 'xiang', 'zhao']",47,9
腹载五车,"['fu', 'zai', 'wu', 'che']",47,6
隙过白驹,"['xi', 'guo', 'bai', 'ju']",32,25
同归尽,"['tong', 'gui', 'jin']",29,39
脚忙手乱,"['jiao', 'mang', 'shou', 'luan']",32,5
八拜至交,"['ba', 'bai', 'zhi', 'jiao']",4,24
八拜定交,"['ba', 'bai', 'ding', 'jiao']",4,24
八窗玲珑,"['ba', 'chuang', 'ling', 'long']",4,7
八达四通,"['ba', 'da', 'si', 'tong']",4,35
脸红耳赤,"['lian', 'hong', 'er', 'chi']",12,13
人望所归,"['ren', 'wang', 'suo', 'gui']",62,8
人强胜天,"['ren', 'qiang', 'sheng', 'tian']",62,32
同病相矜,"['tong', 'bing', 'xiang', 'jin']",29,39
鼠心狼肺,"['shu', 'xin', 'lang', 'fei']",31,11
人海人山,"['ren', 'hai', 'ren', 'shan']",62,12
气息厌厌,"['qi', 'xi', 'yan', 'yan']",63,55
气和心平,"['qi', 'he', 'xin', 'ping']",63,22
入死出生,"['ru', 'si', 'chu', 'sheng']",17,29
同归于亡,"['tong', 'gui', 'yu', 'wang']",29,54
入虎穴得虎子,"['ru', 'hu', 'xue', 'de', 'hu', 'zi']",17,35
用管窥天,"['yong', 'guan', 'kui', 'tian']",13,32
气概凌云,"['qi', 'gai', 'ling', 'yun']",63,3
入石三分,"['ru', 'shi', 'san', 'fen']",17,24
气合情投,"['qi', 'he', 'qing', 'tou']",63,20
气愤填膺,"['qi', 'fen', 'tian', 'ying']",63,28
前功尽废,"['qian', 'gong', 'jin', 'fei']",17,11
前劳尽弃,"['qian', 'lao', 'jin', 'qi']",17,67
金销众口,"['jin', 'xiao', 'zhong', 'kou']",44,17
分崩荡析,"['fen', 'beng', 'dang', 'xi']",17,36
前事不忘，后事之戒,"['qian', 'shi', 'bu', 'wang', '，', 'hou', 'shi', 'zhi', 'jie']",17,44
前瞻后虑,"['qian', 'zhan', 'hou', 'lv']",17,4
金迷粉醉,"['jin', 'mi', 'fen', 'zui']",44,10
前事不忘，后代之元龟,"['qian', 'shi', 'bu', 'wang', '，', 'hou', 'dai', 'zhi', 'yuan', 'gui']",17,8
前事之师,"['qian', 'shi', 'zhi', 'shi']",17,99
舞弄文墨,"['wu', 'nong', 'wen', 'mo']",60,38
禽兽衣冠,"['qin', 'shou', 'yi', 'guan']",13,11
羞共戴天,"['xiu', 'gong', 'dai', 'tian']",21,32
复为故态,"['fu', 'wei', 'gu', 'tai']",47,6
分路扬镳,"['fen', 'lu', 'yang', 'biao']",17,4
舞文巧法,"['wu', 'wen', 'qiao', 'fa']",60,6
令色巧言,"['ling', 'se', 'qiao', 'yan']",17,55
拿班作势,"['na', 'ban', 'zuo', 'shi']",2,99
善诱循循,"['shan', 'you', 'xun', 'xun']",25,14
差强意,"['cha', 'qiang', 'yi']",1,263
舞文玩法,"['wu', 'wen', 'wan', 'fa']",60,6
舍生取谊,"['she', 'sheng', 'qu', 'yi']",23,263
含糊两可,"['han', 'hu', 'liang', 'ke']",7,11
舍本理末,"['she', 'ben', 'li', 'mo']",23,38
首屈指,"['shou', 'qu', 'zhi']",32,66
舍本务末,"['she', 'ben', 'wu', 'mo']",23,38
舍本即末,"['she', 'ben', 'ji', 'mo']",23,38
首为屈指,"['shou', 'wei', 'qu', 'zhi']",32,66
命面提耳,"['ming', 'mian', 'ti', 'er']",29,15
乞怜摇尾,"['qi', 'lian', 'yao', 'wei']",63,44
镜像水月,"['jing', 'xiang', 'shui', 'yue']",44,11
复见天日,"['fu', 'jian', 'tian', 'ri']",47,9
每变愈下,"['mei', 'bian', 'yu', 'xia']",16,7
并驱齐驾,"['bing', 'qu', 'qi', 'jia']",15,20
食生不化,"['shi', 'sheng', 'bu', 'hua']",144,24
食浮于人,"['shi', 'fu', 'yu', 'ren']",144,28
每下愈笃,"['mei', 'xia', 'yu', 'du']",16,11
贪高务远,"['tan', 'gao', 'wu', 'yuan']",23,19
羞涩囊空,"['xiu', 'se', 'nang', 'kong']",21,14
美不胜录,"['mei', 'bu', 'sheng', 'lu']",16,21
矫枉过甚,"['jiao', 'wang', 'guo', 'shen']",32,46
矫枉过当,"['jiao', 'wang', 'guo', 'dang']",32,12
铄金众口,"['shuo', 'jin', 'zhong', 'kou']",5,17
美事多磨,"['mei', 'shi', 'duo', 'mo']",16,38
锦簇花团,"['jin', 'cu', 'hua', 'tuan']",44,0
知新温故,"['zhi', 'xin', 'wen', 'gu']",60,44
知而故犯,"['zhi', 'er', 'gu', 'fan']",60,30
针锋相投,"['zhen', 'feng', 'xiang', 'tou']",25,20
铢铢较量,"['zhu', 'zhu', 'jiao', 'liang']",38,16
智昏菽麦,"['zhi', 'hun', 'shu', 'mai']",60,2
锦上铺花,"['jin', 'shang', 'pu', 'hua']",44,24
铁石心肝,"['tie', 'shi', 'xin', 'gan']",5,15
邻国之壑,"['lin', 'guo', 'zhi', 'he']",3,13
铁石之心,"['tie', 'shi', 'zhi', 'xin']",5,81
欲速反迟,"['yu', 'su', 'fan', 'chi']",80,13
欲逸恶劳,"['yu', 'yi', 'e', 'lao']",80,25
众口金铄,"['zhong', 'kou', 'jin', 'shuo']",45,4
欲盖弥著,"['yu', 'gai', 'mi', 'zhu']",80,19
智以利昏,"['zhi', 'yi', 'li', 'hun']",60,12
锋不可当,"['feng', 'bu', 'ke', 'dang']",45,12
众人广坐,"['zhong', 'ren', 'guang', 'zuo']",45,30
铭功颂德,"['ming', 'gong', 'song', 'de']",29,23
众腋成裘,"['zhong', 'ye', 'cheng', 'qiu']",45,13
从壁上观,"['cong', 'bi', 'shang', 'guan']",9,11
坐而待死,"['zuo', 'er', 'dai', 'si']",11,32
领异拔新,"['ling', 'yi', 'ba', 'xin']",17,81
锦团花簇,"['jin', 'tuan', 'hua', 'cu']",44,6
坐若针毡,"['zuo', 'ruo', 'zhen', 'zhan']",11,10
坐薪尝胆,"['zuo', 'xin', 'chang', 'dan']",11,23
坐井观,"['zuo', 'jing', 'guan']",11,11
从其所好,"['cong', 'qi', 'suo', 'hao']",9,17
簇锦攒花,"['cu', 'jin', 'zan', 'hua']",4,24
丛至沓来,"['cong', 'zhi', 'da', 'lai']",9,3
丛矢之的,"['cong', 'shi', 'zhi', 'de']",9,23
坐待焚灭,"['zuo', 'dai', 'fen', 'mie']",11,0
翔龙舞凤,"['xiang', 'long', 'wu', 'feng']",24,52
笔诛口伐,"['bi', 'zhu', 'kou', 'fa']",34,6
笔力透背,"['bi', 'li', 'tou', 'bei']",34,29
众怨之的,"['zhong', 'yuan', 'zhi', 'de']",45,23
笑里刀,"['xiao', 'li', 'dao']",17,23
笑中有刀,"['xiao', 'zhong', 'you', 'dao']",17,23
箕裘之绍,"['ji', 'qiu', 'zhi', 'shao']",98,7
箕裘不坠,"['ji', 'qiu', 'bu', 'zhui']",98,1
销难解纷,"['xiao', 'nan', 'jie', 'fen']",17,24
众望所属,"['zhong', 'wang', 'suo', 'shu']",45,30
小水长流,"['xiao', 'shui', 'chang', 'liu']",17,21
小试牛刀,"['xiao', 'shi', 'niu', 'dao']",17,23
众望所集,"['zhong', 'wang', 'suo', 'ji']",45,62
银花火树,"['yin', 'hua', 'huo', 'shu']",12,30
惊波骇浪,"['jing', 'bo', 'hai', 'lang']",44,7
众口销金,"['zhong', 'kou', 'xiao', 'jin']",45,39
惊人一鸣,"['jing', 'ren', 'yi', 'ming']",44,40
堂皇冠冕,"['tang', 'huang', 'guan', 'mian']",3,14
当仁不逊,"['dang', 'ren', 'bu', 'xun']",9,14
当务为急,"['dang', 'wu', 'wei', 'ji']",9,62
销患未然,"['xiao', 'huan', 'wei', 'ran']",17,3
半筹不展,"['ban', 'chou', 'bu', 'zhan']",8,10
半疑半信,"['ban', 'yi', 'ban', 'xin']",8,81
半文不值,"['ban', 'wen', 'bu', 'zhi']",8,66
尚气凌人,"['shang', 'qi', 'ling', 'ren']",16,28
恬不为耻,"['tian', 'bu', 'wei', 'chi']",39,13
恬不知愧,"['tian', 'bu', 'zhi', 'kui']",39,3
怀才不偶,"['huai', 'cai', 'bu', 'ou']",8,5
省事宁人,"['sheng', 'shi', 'ning', 'ren']",50,28
忧天悯人,"['you', 'tian', 'min', 'ren']",26,28
卷不辍手,"['juan', 'bu', 'chuo', 'shou']",7,33
举隅反三,"['ju', 'yu', 'fan', 'san']",38,35
赏心惬目,"['shang', 'xin', 'qie', 'mu']",16,36
半步不离,"['ban', 'bu', 'bu', 'li']",8,55
举纲持领,"['ju', 'gang', 'chi', 'ling']",38,16
恃才骄物,"['shi', 'cai', 'jiao', 'wu']",144,101
半就半推,"['ban', 'jiu', 'ban', 'tui']",8,15
恃才凌物,"['shi', 'cai', 'ling', 'wu']",144,101
惊魂动魄,"['jing', 'hun', 'dong', 'po']",44,11
豢虎贻殃,"['huan', 'hu', 'yi', 'yang']",14,20
尖言冷语,"['jian', 'yan', 'leng', 'yu']",40,65
燎如观火,"['liao', 'ru', 'guan', 'huo']",4,17
情不自任,"['qing', 'bu', 'zi', 'ren']",15,28
情亲意合,"['qing', 'qin', 'yi', 'he']",15,13
情不自持,"['qing', 'bu', 'zi', 'chi']",15,13
情投气合,"['qing', 'tou', 'qi', 'he']",15,13
情不可抑,"['qing', 'bu', 'ke', 'yi']",15,263
惊喜过望,"['jing', 'xi', 'guo', 'wang']",44,54
精心孤诣,"['jing', 'xin', 'gu', 'yi']",44,263
当场作戏,"['dang', 'chang', 'zuo', 'xi']",9,36
快口直肠,"['kuai', 'kou', 'zhi', 'chang']",4,11
精思熟虑,"['jing', 'si', 'shu', 'lv']",44,4
恂恂善导,"['xun', 'xun', 'shan', 'dao']",4,23
怪事咄咄,"['guai', 'shi', 'duo', 'duo']",3,9
烟火连天,"['yan', 'huo', 'lian', 'tian']",41,32
惯作非为,"['guan', 'zuo', 'fei', 'wei']",25,44
愎过自用,"['bi', 'guo', 'zi', 'yong']",34,7
燃死灰,"['ran', 'si', 'hui']",33,22
炊琼𦶟桂,"['chui', 'qiong', '𦶟', 'gui']",0,8
粗识之无,"['cu', 'shi', 'zhi', 'wu']",4,101
烂漫天真,"['lan', 'man', 'tian', 'zhen']",9,8
觉我形秽,"['jue', 'wo', 'xing', 'hui']",16,22
恬不知羞,"['tian', 'bu', 'zhi', 'xiu']",39,14
悦目赏心,"['yue', 'mu', 'shang', 'xin']",16,81
一木难扶,"['yi', 'mu', 'nan', 'fu']",126,53
一长半短,"['yi', 'chang', 'ban', 'duan']",126,7
愤世疾恶,"['fen', 'shi', 'ji', 'e']",17,12
愤气填胸,"['fen', 'qi', 'tian', 'xiong']",17,5
一貌倾城,"['yi', 'mao', 'qing', 'cheng']",126,17
恰中下怀,"['qia', 'zhong', 'xia', 'huai']",2,3
一顾倾人,"['yi', 'gu', 'qing', 'ren']",126,28
一念之错,"['yi', 'nian', 'zhi', 'cuo']",126,2
当车螳臂,"['dang', 'che', 'tang', 'bi']",9,28
悄不闻鸦,"['qiao', 'bu', 'wen', 'ya']",7,6
一无忌惮,"['yi', 'wu', 'ji', 'dan']",126,23
七孔生烟,"['qi', 'kong', 'sheng', 'yan']",63,55
力敌势均,"['li', 'di', 'shi', 'jun']",82,3
十拿十稳,"['shi', 'na', 'shi', 'wen']",144,22
万绪千端,"['wan', 'xu', 'qian', 'duan']",4,7
三窟狡兔,"['san', 'ku', 'jiao', 'tu']",8,11
万象包罗,"['wan', 'xiang', 'bao', 'luo']",4,12
入不支出,"['ru', 'bu', 'zhi', 'chu']",17,44
义不反顾,"['yi', 'bu', 'fan', 'gu']",126,44
义愤填胸,"['yi', 'fen', 'tian', 'xiong']",126,5
门庭如市,"['men', 'ting', 'ru', 'shi']",6,99
广众大庭,"['guang', 'zhong', 'da', 'ting']",2,9
千载一逢,"['qian', 'zai', 'yi', 'feng']",17,52
木形灰心,"['mu', 'xing', 'hui', 'xin']",21,81
木猴而冠,"['mu', 'hou', 'er', 'guan']",21,11
瓦釜之鸣,"['wa', 'fu', 'zhi', 'ming']",4,40
天姿国色,"['tian', 'zi', 'guo', 'se']",39,3
天涯咫尺,"['tian', 'ya', 'zhi', 'chi']",39,13
无以自容,"['wu', 'yi', 'zi', 'rong']",60,1
无如之何,"['wu', 'ru', 'zhi', 'he']",60,13
不达时务,"['bu', 'da', 'shi', 'wu']",17,101
不时之须,"['bu', 'shi', 'zhi', 'xu']",17,11
中流底柱,"['zhong', 'liu', 'di', 'zhu']",45,19
不入虎穴，不得虎子,"['bu', 'ru', 'hu', 'xue', '，', 'bu', 'de', 'hu', 'zi']",17,35
飞鸿印雪,"['fei', 'hong', 'yin', 'xue']",25,14
天真烂熳,"['tian', 'zhen', 'lan', 'man']",39,8
止渴思梅,"['zhi', 'ke', 'si', 'mei']",60,19
见噎废食,"['jian', 'ye', 'fei', 'shi']",40,99
不入兽穴，安得兽子,"['bu', 'ru', 'shou', 'xue', '，', 'an', 'de', 'shou', 'zi']",17,35
止渴饮鸩,"['zhi', 'ke', 'yin', 'zhen']",60,8
飞鸿雪爪,"['fei', 'hong', 'xue', 'zhao']",25,9
化日光天,"['hua', 'ri', 'guang', 'tian']",42,32
乌合之卒,"['wu', 'he', 'zhi', 'zu']",60,6
毛骨竦然,"['mao', 'gu', 'song', 'ran']",9,3
毛发悚然,"['mao', 'fa', 'song', 'ran']",9,3
长驱而入,"['chang', 'qu', 'er', 'ru']",21,47
长驱径入,"['chang', 'qu', 'jing', 'ru']",21,47
从善若流,"['cong', 'shan', 'ruo', 'liu']",9,21
风栉雨沐,"['feng', 'zhi', 'yu', 'mu']",45,36
气吐眉扬,"['qi', 'tu', 'mei', 'yang']",63,20
气血方刚,"['qi', 'xue', 'fang', 'gang']",63,6
风移俗改,"['feng', 'yi', 'su', 'gai']",45,13
风静浪平,"['feng', 'jing', 'lang', 'ping']",45,22
为蛇添足,"['wei', 'she', 'tian', 'zu']",51,6
月闭花羞,"['yue', 'bi', 'hua', 'xiu']",16,14
风移俗变,"['feng', 'yi', 'su', 'bian']",45,16
心惊胆颤,"['xin', 'jing', 'dan', 'chan']",80,1
心旷神愉,"['xin', 'kuang', 'shen', 'yu']",80,65
心和气平,"['xin', 'he', 'qi', 'ping']",80,22
心如刀锯,"['xin', 'ru', 'dao', 'ju']",80,25
心旷神恬,"['xin', 'kuang', 'shen', 'tian']",80,32
心怡神旷,"['xin', 'yi', 'shen', 'kuang']",80,1
斗量车载,"['dou', 'liang', 'che', 'zai']",11,5
心烦虑乱,"['xin', 'fan', 'lv', 'luan']",80,5
毋翼而飞,"['wu', 'yi', 'er', 'fei']",60,11
巴人下里,"['ba', 'ren', 'xia', 'li']",4,55
书读五车,"['shu', 'du', 'wu', 'che']",31,6
书富五车,"['shu', 'fu', 'wu', 'che']",31,6
为法自弊,"['wei', 'fa', 'zi', 'bi']",51,28
风波平地,"['feng', 'bo', 'ping', 'di']",45,15
水月镜花,"['shui', 'yue', 'jing', 'hua']",22,24
水月镜像,"['shui', 'yue', 'jing', 'xiang']",22,24
水泄不漏,"['shui', 'xie', 'bu', 'lou']",22,6
水乳之契,"['shui', 'ru', 'zhi', 'qi']",22,67
以佚待劳,"['yi', 'yi', 'dai', 'lao']",126,25
以容取人,"['yi', 'rong', 'qu', 'ren']",126,28
击其不意,"['ji', 'qi', 'bu', 'yi']",98,263
文无加点,"['wen', 'wu', 'jia', 'dian']",30,8
厉兵粟马,"['li', 'bing', 'su', 'ma']",82,13
节食缩衣,"['jie', 'shi', 'suo', 'yi']",52,263
心如刀搅,"['xin', 'ru', 'dao', 'jiao']",80,24
未成一篑,"['wei', 'cheng', 'yi', 'kui']",51,3
平易近民,"['ping', 'yi', 'jin', 'min']",8,3
正中己怀,"['zheng', 'zhong', 'ji', 'huai']",20,3
玉石同沉,"['yu', 'shi', 'tong', 'chen']",80,10
玉石俱摧,"['yu', 'shi', 'ju', 'cui']",80,3
正本澄源,"['zheng', 'ben', 'cheng', 'yuan']",20,19
甘之若饴,"['gan', 'zhi', 'ruo', 'yi']",13,263
正襟安坐,"['zheng', 'jin', 'an', 'zuo']",20,30
旧态复萌,"['jiu', 'tai', 'fu', 'meng']",10,8
平地青云,"['ping', 'di', 'qing', 'yun']",8,3
出类拔群,"['chu', 'lei', 'ba', 'qun']",23,4
出类超群,"['chu', 'lei', 'chao', 'qun']",23,4
出群拔萃,"['chu', 'qun', 'ba', 'cui']",23,3
目下十行,"['mu', 'xia', 'shi', 'hang']",21,3
目不识字,"['mu', 'bu', 'shi', 'zi']",21,35
目染耳濡,"['mu', 'ran', 'er', 'ru']",21,47
处安思危,"['chu', 'an', 'si', 'wei']",23,44
旦旦信誓,"['dan', 'dan', 'xin', 'shi']",33,99
叱嗟风云,"['chi', 'jie', 'feng', 'yun']",37,3
用逸待劳,"['yong', 'yi', 'dai', 'lao']",13,25
东窗事犯,"['dong', 'chuang', 'shi', 'fan']",11,30
乐极则悲,"['le', 'ji', 'ze', 'bei']",2,29
左右逢原,"['zuo', 'you', 'feng', 'yuan']",11,19
生灵涂地,"['sheng', 'ling', 'tu', 'di']",50,15
白头到老,"['bai', 'tou', 'dao', 'lao']",3,25
永存不朽,"['yong', 'cun', 'bu', 'xiu']",13,14
永传不朽,"['yong', 'chuan', 'bu', 'xiu']",13,14
玄机妙算,"['xuan', 'ji', 'miao', 'suan']",4,0
立命安身,"['li', 'ming', 'an', 'shen']",82,46
司空眼惯,"['si', 'kong', 'yan', 'guan']",28,11
再接再砺,"['zai', 'jie', 'zai', 'li']",4,55
西山日迫,"['xi', 'shan', 'ri', 'po']",32,11
民生涂炭,"['min', 'sheng', 'tu', 'tan']",2,15
耳红面赤,"['er', 'hong', 'mian', 'chi']",20,13
耳闻不如眼见,"['er', 'wen', 'bu', 'ru', 'yan', 'jian']",20,29
老而益壮,"['lao', 'er', 'yi', 'zhuang']",17,14
死心搭地,"['si', 'xin', 'da', 'di']",28,15
达权知变,"['da', 'quan', 'zhi', 'bian']",15,16
半涂而废,"['ban', 'tu', 'er', 'fei']",8,11
半涂而罢,"['ban', 'tu', 'er', 'ba']",8,21
耳染目濡,"['er', 'ran', 'mu', 'ru']",20,47
百世流芳,"['bai', 'shi', 'liu', 'fang']",3,22
百中百发,"['bai', 'zhong', 'bai', 'fa']",3,6
百计千谋,"['bai', 'ji', 'qian', 'mou']",3,1
百计千心,"['bai', 'ji', 'qian', 'xin']",3,81
百谋千计,"['bai', 'mou', 'qian', 'ji']",3,62
吊誉沽名,"['diao', 'yu', 'gu', 'ming']",11,40
肉林酒池,"['rou', 'lin', 'jiu', 'chi']",5,13
因公行私,"['yin', 'gong', 'xing', 'si']",12,32
同心僇力,"['tong', 'xin', 'lu', 'li']",29,55
肌无完肤,"['ji', 'wu', 'wan', 'fu']",98,53
同志合道,"['tong', 'zhi', 'he', 'dao']",29,23
全无忌惮,"['quan', 'wu', 'ji', 'dan']",17,23
同舟而济,"['tong', 'zhou', 'er', 'ji']",29,62
血气方壮,"['xue', 'qi', 'fang', 'zhuang']",11,14
血气方盛,"['xue', 'qi', 'fang', 'sheng']",11,29
伐异党同,"['fa', 'yi', 'dang', 'tong']",25,35
名不虚行,"['ming', 'bu', 'xu', 'xing']",29,27
名实相称,"['ming', 'shi', 'xiang', 'cheng']",29,17
名实相符,"['ming', 'shi', 'xiang', 'fu']",29,53
众望所积,"['zhong', 'wang', 'suo', 'ji']",45,62
众散亲离,"['zhong', 'san', 'qin', 'li']",45,55
杀生与夺,"['sha', 'sheng', 'yu', 'duo']",3,9
杀人如芥,"['sha', 'ren', 'ru', 'jie']",3,44
刎颈至交,"['wen', 'jing', 'zhi', 'jiao']",30,24
名缰利索,"['ming', 'jiang', 'li', 'suo']",29,6
众望有归,"['zhong', 'wang', 'you', 'gui']",45,8
杀人如蓺,"['sha', 'ren', 'ru', 'yi']",3,263
杀衣缩食,"['sha', 'yi', 'suo', 'shi']",3,99
汗流洽背,"['han', 'liu', 'qia', 'bei']",7,29
汗马之绩,"['han', 'ma', 'zhi', 'ji']",7,62
汗马功绩,"['han', 'ma', 'gong', 'ji']",7,62
汗马勋劳,"['han', 'ma', 'xun', 'lao']",7,25
军不血刃,"['jun', 'bu', 'xue', 'ren']",7,28
守道安贫,"['shou', 'dao', 'an', 'pin']",32,1
安坐待毙,"['an', 'zuo', 'dai', 'bi']",13,28
安若泰山,"['an', 'ruo', 'tai', 'shan']",13,12
后恭前倨,"['hou', 'gong', 'qian', 'ju']",14,25
衣丰食饱,"['yi', 'feng', 'shi', 'bao']",126,28
齐驱并骤,"['qi', 'qu', 'bing', 'zhou']",63,1
众心如城,"['zhong', 'xin', 'ru', 'cheng']",45,17
衣锦之荣,"['yi', 'jin', 'zhi', 'rong']",126,1
衣冠沐猴,"['yi', 'guan', 'mu', 'hou']",126,9
衣锦故乡,"['yi', 'jin', 'gu', 'xiang']",126,24
衣裳楚楚,"['yi', 'shang', 'chu', 'chu']",126,44
衣锦过乡,"['yi', 'jin', 'guo', 'xiang']",126,24
防萌杜渐,"['fang', 'meng', 'du', 'jian']",9,29
江郎才掩,"['jiang', 'lang', 'cai', 'yan']",6,55
好事天悭,"['hao', 'shi', 'tian', 'qian']",10,64
如芒在背,"['ru', 'mang', 'zai', 'bei']",17,29
汗马之功,"['han', 'ma', 'zhi', 'gong']",7,13
兴师见罪,"['xing', 'shi', 'jian', 'zui']",26,10
如虎得翼,"['ru', 'hu', 'de', 'yi']",17,263
如雷灌耳,"['ru', 'lei', 'guan', 'er']",17,15
如胶如漆,"['ru', 'jiao', 'ru', 'qi']",17,67
好事多悭,"['hao', 'shi', 'duo', 'qian']",10,64
尽瘁鞠躬,"['jin', 'cui', 'ju', 'gong']",44,13
励兵秣马,"['li', 'bing', 'mo', 'ma']",82,13
寿陵匍匐,"['shou', 'ling', 'pu', 'fu']",32,53
寿陵失步,"['shou', 'ling', 'shi', 'bu']",32,126
轩昂气宇,"['xuan', 'ang', 'qi', 'yu']",4,65
否极生泰,"['fou', 'ji', 'sheng', 'tai']",3,6
克俭克勤,"['ke', 'jian', 'ke', 'qin']",24,5
否终而泰,"['fou', 'zhong', 'er', 'tai']",3,6
如鱼似水,"['ru', 'yu', 'si', 'shui']",17,28
如胶投漆,"['ru', 'jiao', 'tou', 'qi']",17,67
志同心合,"['zhi', 'tong', 'xin', 'he']",60,13
如荼如火,"['ru', 'tu', 'ru', 'huo']",17,17
欢忻鼓舞,"['huan', 'xin', 'gu', 'wu']",14,101
亥豕鲁鱼,"['hai', 'shi', 'lu', 'yu']",26,65
声名狼籍,"['sheng', 'ming', 'lang', 'ji']",50,62
杞国忧天,"['qi', 'guo', 'you', 'tian']",63,32
弄法舞文,"['nong', 'fa', 'wu', 'wen']",0,22
杜渐除微,"['du', 'jian', 'chu', 'wei']",15,44
束手旁观,"['shu', 'shou', 'pang', 'guan']",31,11
走头无路,"['zou', 'tou', 'wu', 'lu']",2,21
走笔成文,"['zou', 'bi', 'cheng', 'wen']",2,22
形单影单,"['xing', 'dan', 'ying', 'dan']",26,23
连珠合璧,"['lian', 'zhu', 'he', 'bi']",12,28
花闭月羞,"['hua', 'bi', 'yue', 'xiu']",42,14
花枝招飐,"['hua', 'zhi', 'zhao', 'zhan']",42,10
花簇锦攒,"['hua', 'cu', 'jin', 'cuan']",42,2
求剑刻舟,"['qiu', 'jian', 'ke', 'zhou']",23,1
吹毛索疵,"['chui', 'mao', 'suo', 'ci']",0,8
呕心吐胆,"['ou', 'xin', 'tu', 'dan']",2,23
余妙绕梁,"['yu', 'miao', 'rao', 'liang']",80,16
犹豫未决,"['you', 'yu', 'wei', 'jue']",26,11
利锁名牵,"['li', 'suo', 'ming', 'qian']",82,64
兵无血刃,"['bing', 'wu', 'xue', 'ren']",15,28
返老归童,"['fan', 'lao', 'gui', 'tong']",30,35
犹鱼得水,"['you', 'yu', 'de', 'shui']",26,28
作福作威,"['zuo', 'fu', 'zuo', 'wei']",11,44
坐而待毙,"['zuo', 'er', 'dai', 'bi']",11,28
忘年之好,"['wang', 'nian', 'zhi', 'hao']",12,17
